artistid,artistname
13666,218
13663,selu vibra
13658,andy blueman
13657,david west
13656,miikka leinonen
13655,airwave
13654,seamo
13653,perasma
13651,hydroid
13650,agnelli & nelson
13648,30
13647,mark thornton
13646,airbase
13645,azu
13643,void
13642,sequentia
13641,graeme harrison
13639,terk dawn
13637,the doppler effect
13636,vicky devine presents saphara
13635,boom jinx
13633,signalrunners pres. syndica
13631,andre visior & kay stone
13630,jing*da*law
13629,sebastian brandt
13627,sunny lax
13625,accuface
13624,dj fire
13623,simon patterson
13622,tekara
13617,xdeathstarx
13613,sleeping giant
13609,bloody sunday
13608,faith massive
13606,war of ages
13604,mortal treason
13603,kj-52
13601,tourniquet
13597,once nothing
13592,no innocent victim
13591,hilastherion
13590,youth alive
13589,fireflight
13587,frost like ashes
13586,crimson moonlight
13585,inevitable end
13584,remove the veil
13583,underneath the gun
13581,nodes of ranvier
13580,159
13578,children 18:3
13577,miseration
13576,gwen stacy
13575,living sacrifice
13574,alove for enemies
13534,happoradio
13531,lagerfeldt
13528,naildown
13522,nicole
13521,sukpatch
13520,brakes
13519,lowgold
13513,the pursuit of happiness
13510,the flys
13508,jesus jones
13507,magazine
13505,ultravox
13501,the loft
13495,sir john betjeman
13493,this mortal coil
13492,couch
13484,members
13469,spaint
13465,e-sex-t
13456,the foreshadowing
13453,human fortress
13450,celesty
13446,bob
13440,dalriada
13438,62
13432,arbol
13431,the softies
13427,163
13422,jan jelinek
13419,lost in hildurness
13416,hashimoto
13411,mountains
13410,pony bravo
13407,gary burton
13405,marsen jules
13400,pole
13399,tom zé
13394,nara leão
13393,pascal rogÈ
13375,blood duster
13371,witch
13360,the coffin daggers
45615,dri
13349,goat horn
13336,rebel meets rebel
13335,summon
13334,edwin starr
13332,totenmond
13321,103
13317,vreid
13310,taake
13307,dark disciple
13302,disillusion
13285,john fogerty
13275,stephen bishop
13273,bob welch
13272,boz scaggs
13250,barry manilow
13248,paul davis
13239,rita coolidge
13236,orleans
13233,hothouse flowers
13229,toto cutugno
13223,superbus
13222,pogo pops
13219,bob geldof
13218,marc lavoine
13215,cali
13214,garou
13207,charlene
13203,alannah myles
13202,jon english
13201,tommy körberg
13200,sunny
13199,alexander rybak
13196,les enfoirés
13194,the boomtown rats
13192,surferosa
13190,michel sardou
13189,nolwenn leroy
13186,the hooters
13185,daryl braithwaite
13183,natasha st-pier
13182,chimène badi
13179,anggun
13178,rick springfield
13175,raphaël
13173,isabelle boulay
13169,dear and the headlights
13150,meiko
13147,deb talan
13145,horse feathers
13133,james yuill
13131,joshua james
13129,alexi murdoch
13127,brawdcast
13118,timbaland & magoo
13112,jaheim
13103,fatman scoop
13099,kelis
13095,jon b.
13082,marcia griffiths
13077,brian mcknight
13076,b5
13061,nattefrost
13060,aura noir
13057,23
13054,autopsy
13052,armagedda
13047,behexen
13034,i
13013,dj north
36279,mason vs princess superstar
39033,ida corr vs fedde le grand
12984,116
12967,the 3rd and the mortal
12966,and also the trees
23845,sopor aeternus
12961,the deadfly ensemble
12956,in the nursery
12951,aida nadeem
12948,Ásmegin
12945,a journey down the well
12944,ljungblut
12939,head control system
12938,edge of dawn
12936,the drones
12934,corpus delicti
12933,ram-zet
12932,asphyxia
12906,a.n.i.m.a.l.
12904,cultura profetica
12899,deadsoul tribe
12898,139
12891,10 years
12887,tosca tango orchestra
12886,sinch
12882,matia bazar
12881,raffaella carrà
12880,mia martini
12879,antonella ruggiero
12878,loredana bertè
12877,mina
12876,patty pravo
12875,donatella rettore
12874,onur akın
12873,alice
12872,fiorella mannoia
18743,pooh
12870,carlos do carmo
12868,lucio dalla
12866,claudio baglioni
12865,gianni morandi
12862,anna oxa
12861,ron
12860,fausto papetti
12859,renato zero
12858,riccardo cocciante
12857,giuni russo
12856,alberto camerini
12854,luca carboni
12852,riccardo fogli
12850,marina rei
12847,ricchi e poveri
12845,mango
12844,alan sorrenti
12843,Паперный Т.А..М...
12841,baccara
12839,22
12835,claude françois
12831,cristina branco
12830,daniel balavoine
12829,mireille mathieu
12827,adamo
12820,michel fugain
12818,sylvie vartan
12817,ana moura
12815,enrico macias
12811,julien clerc
12809,taco
12807,dulce pontes
12804,marie laforêt
12803,michel polnareff
12802,alain barrière
12801,boubacar traoré
12799,michel delpech
12798,govi
12797,tino rossi
21819,serebro
12794,Валерий Меладзе
12792,nu virgos
12791,prāta vētra
12789,Елена Терлеева
12786,via gra
12784,Алла Пугачёва
12782,Ирина Нельсон
12781,quest pistols
12780,ТІК
12778,intars busulis
12776,Константин Меладзе
12775,Глюкоза
12774,total
12771,Павел Кашин
12769,Юрий Наумов
12767,Настя
12766,kazu matsui
12764,david antony clark
34609,Сурганова и оркестр
12759,Пикник
12753,jean-philippe goude
12752,rungran
12750,Дидюля
12745,alisa
12742,ancient future
12741,angels of venice
12739,djam karet
12734,1
12733,megabyte
12731,osamu kitajima
12730,sangit om
12727,Екатерина Болдырева
12723,psyche
12718,justin r. durban
12717,864
12711,phillip boa & the voodooclub
12706,carved in stone
12700,icon of coil
26501,sinéad oconnor
12692,angelzoom
12690,the cassandra complex
14238,hagalaz runedance
12677,phenomden
12672,braille
12664,torch
12662,marco polo
12661,reef the lost cauze
12660,big punisher
12658,muneshine
12652,80
12650,funky dl
12649,nemo
12647,brandhärd
12646,jim snidero
12643,oddisee
12642,access immortal
12638,murs
12637,supastition
12636,apathy
12630,framing hanley
12624,information society
12612,diddy
12611,eve 6
12599,andrea bocelli
12598,blessid union of souls
12597,everclear
12581,françoiz breut
12579,alain delon
12574,fanny ardant
12571,hélène ségara
12570,hildegard knef
12569,kate gibson
12568,lucienne boyer
12560,steve hillage
12559,spb
12557,eureka machines
12547,triumph
12543,grandmaster flash and the furious five
12537,hawkwind
12533,4
12532,charlotte church
12524,michel thomas
12523,mucky sailor
12522,richard humpty vission
12519,andy bell
12518,Крематорий
12503,Мумий Тролль
12501,118
12496,ulis
12491,Зьміцер Вайцюшкевіч
12474,rupesh cartel
12472,nuuro
12458,pierce the veil
12444,no knife
12443,the dear hunter
12441,the wonder years
12439,open hand
12438,secret lives of the freemasons
12433,lower definition
12432,glassjaw
12429,naiad
12425,gospel
12424,128
12420,los gatos negros
12412,the friday night boys
12406,pencey prep
12387,30
12376,gonzalo yañez
12370,kudai
12367,motel
12357,eamon
12354,miranda cosgrove
12348,symbyosis
12345,martyr
12343,arsis
12342,sadist
12335,vörnagar
12328,buried inside
12311,gorod
12309,drudkh
12300,323
12299,e.town concrete
12297,death threat
12295,all out war
12289,cold world
12288,shattered realm
12284,pierre fournier
12283,vassline
12281,full blown chaos
12280,the warriors
12276,floorpunch
12272,run devil run
12269,backfire!
12268,chain of strength
12267,sworn vengeance
12266,arkangel
12265,ofra harnoy
12264,the geeks
12262,ramallah
12260,battery
12259,trial
12258,cause for alarm
12256,judge
12250,john digweed
12249,Психея
12246,wookie
12242,so solid crew
12241,dousk
12240,gridlock
12237,taucher
12234,moshic
12230,v-sag
12229,hernan cattaneo
12228,oxide & neutrino
12227,rui da silva
12224,circulation
12222,yosebu
12220,bedrock
12219,lexicon avenue
12217,34
12210,Фруктовый Кефир
12209,lfo demon
12207,groove chronicles
12206,nikos diamantopoulos
12201,sasha & john digweed
12199,acropod
12197,dj patife
12192,vladimir cosma
12191,carl orff
12190,bourvil
12187,les rita mitsouko
12184,philharmonia slavonica
12183,nino ferrer
12179,billie holiday & her orchestra
12170,rebecca
12166,louis de funès
12163,66
12143,the clean
12137,galaxie 500
12134,silkworm
12129,comet gain
12126,versus
12125,prisonshake
12123,the mekons
12117,danielson
12107,london symphony orchestra
12106,polyphony
12102,fitzwilliam string quartet
12101,new york philharmonic
12099,philadelphia orchestra
38400,london philharmonic orchestra
12095,speechwriters llc
12094,bbc symphony orchestra
12093,moscow virtuosi
12092,new london consort
12090,me
12088,london sinfonietta
12086,the london festival orchestra
12084,united states air force concert band
12083,lincoln center jazz orchestra
12081,cincinnati pops orchestra
12080,royal scottish national orchestra
12079,mark hetzler
12078,33
12077,eastman wind ensemble
12076,alan feinberg
12068,the real tuesday weld
12062,duke special
12056,stabilo
12051,mobile
12050,the philosopher kings
46977,maksim
12045,mark schultz
12044,animaniacs
12034,the swift
12028,off the beat
12027,53
12017,bruce peninsula
12013,bella
12010,correcto
12006,the constantines
12000,sarah harmer
11998,amy millan
11995,charlottefield
11991,70
11988,cazals
11982,okapi
11972,memphis
11971,manual
11968,lo-fi-fnk
11951,les vieilles salopes
11911,bmx bandits
11910,the heavy blinkers
11908,mocca
11905,claudine longet
11904,seashells
11903,le coupe
11902,soft pillow kisses
11901,louis philippe
11899,glo-worm
11894,800 cherries
11893,loveletter
11891,mighty mighty
11889,92
11888,big red bus
11887,the cherry orchard
11884,brideshead
11880,north of cornwallis
11879,swan dive
11878,the cat's miaow
11877,anthony rochester
11876,カヒミ・カリィ
11875,rita calypso
11873,arms and legs
11870,aerospace
11865,ariel pink
11861,tracy + the plastics
11858,palais schaumburg
11857,scritti politti
11850,essentials
11846,au pairs
11843,119
11841,low deep
11840,dj assault
11839,quix*o*tic
11835,delta 5
11831,slk
11824,inez
11823,bedlight for blueeyes
11814,april sixth
11802,ivoryline
11801,last winter
11796,national product
11792,planet shakers
11787,amy diamond
11786,basim
11784,klubbingman
11772,volcanoless in canada
11758,all-time quarterback
11743,jeremy larson
11741,549
11733,mayra andrade
15711,cherry poppin daddies
11730,get well soon
11729,kat frankie
11726,melody gardot
11724,8
11723,jacques schwarz-bart
11722,la tordue
11720,marcel et son orchestre
11717,debout sur le zinc
11714,los delinqüentes
11711,orquesta del plata
11704,che sudaka
11703,electrocutango
11702,fermin muguruza
11701,karamelo santo
11700,kiko veneno
11699,les négresses vertes
11693,boris vian
11692,juan blas
11690,le maximum kouette
11688,tonino carotone
11687,umo jazz orchestra
11686,alan stivell
11674,minsk
11672,manic movement
11663,andy mckee
11661,francis lai
11654,michel cusson
11652,the hollywood studio symphony
11649,autumn tears
11646,the low frequency in stereo
11645,esmerine
11644,asrai
11642,daau
11625,nelson gonçalves
11622,moraes moreira
11621,elomar
11620,joão nogueira
11617,wado
11616,273
11615,ed motta
11612,baden powell
11607,binario
11605,wado e realismo fantástico
11604,quincy jones
11603,zé ramalho
11601,lobão
11599,caetano veloso
11596,planet hemp
11594,damião experiença
11592,titãs
11591,hair
11588,los kjarkas
11587,roberto carlos
11583,geraldo vandré
11578,choro club feat. senoo
11573,71
11567,martin o'donnell
11562,adam johnson
11560,lukas greenberg
11556,taq
11555,michael salvatori
11549,danny howells
11548,george gershwin
11547,dreadzone
11528,slackbaba
11526,majke
11525,manu dibango
11522,papa wemba
11520,16
11518,king sunny ade
11515,franco
11511,daddy g
11507,ruts dc vs. zion train
11505,vennaskond
11498,97
11495,the studs
11493,dagö
11492,black box recorder
11466,sõpruse puiestee
11464,agent m
11461,jäääär
11458,matthew herbert
11449,drexciya
11444,kenny larkin
11443,radio boy
11432,alton miller
11431,animals on wheels
11430,dj funk
11427,dj good groove
11424,juan atkins
11423,2
11421,mmm
11420,model 500
11419,rhythim is rhythim
11414,tobias von hofsten
11413,underground resistance
11411,the intruders
11408,klaus nomi
11405,david vendetta
11398,pete tong
11396,eight to infinity
11389,5
11374,santa esmeralda
11373,michigan
11368,glittertind
11367,saga
11366,nordic thunder
11364,blood red eagle
11362,crusade
11357,squadron
11355,straw dogs
11354,the skulls
11353,väringarna
11352,von thronstahl
11350,forced reality
11349,griffin
11347,laakso
11346,marit bergman
11345,3
11343,the jinx
11341,a.b.h.
11340,bad cash quartet
11339,cut throat
11338,dagaz
11335,heroes
11333,niccokick
11332,nordman
11331,nordwind
11330,ritam nereda
11326,the plan
48518,die drei fragezeichen
11319,eric fish
11318,ryukyu underground
11315,speak
11312,hardman
11307,tetrack
11303,ibakusha
11300,34
11298,das kraftfuttermischwerk
11295,segue
11293,roots radics
11292,kinderzimmer productions
11283,nosliw
11280,orange
11278,haystak
11276,bizzy bone
11272,krayzie bone
11264,mc chris
11262,lil wyte
11258,potluck
11255,king gordy
11254,anybody killa
11252,t-rock
11251,layzie bone
11249,crucial conflict
11247,the dayton family
11245,q-strange
11244,e.c. illa
11242,young buck
11241,bone brothers
11240,koopsta knicca
11238,psychopathic rydas
11237,8ball & mjg
11236,krizz kaliko
11235,sandman
11234,k-rino
11233,bubba sparxxx
11230,natas
11229,91
11228,paleface
11225,c-murder
11213,classified
43043,bootcamp clik
11190,4
11189,million stylez
11187,cali p.
11185,cocoa tea
11183,junior kelly
11180,queen ifrica
11173,lycia
11171,shape of despair
11168,lost area
11164,pride and fall
11160,third realm
11149,empusa
11144,dreadful shadows
11140,larva
11138,lestat
11136,the wounded
11135,culture kultür
11134,129
11125,umbra et imago
11117,ankhagram
11114,kauan
11113,the sundial
11112,longing for dawn
11111,les anges de la nuit
11107,tristesse de la lune
11103,bucks fizz
11102,jimmy soul
11100,middle of the road
11099,soeur sourire
11095,starship
11092,david essex
11089,claire sweeney
11088,love affair
11086,sissy spacek
11085,the serendipity singers
11084,bette midler
11082,feargal sharkey
11081,los lobos
11079,tiffany
31076,wolfe tones
11076,cornershop
11073,the tokens
11072,t'pau
11071,baha men
11064,5
11063,brotherhood of man
11060,s club 7
11054,four seasons
11053,sandie shaw
11051,sharon shannon & friends
11036,sound horizon
11029,lúnasa
11022,wintersun
11021,wizard
11012,skiltron
11006,sebastian bach
11000,badlands
10997,battlelore
10991,virgin steele
10989,celtic legacy
10970,dirt
24384,82
10958,chairlift
10955,the ergs!
10953,indk
10939,nausea
10936,uncle outrage
10931,tub ring
10929,foxy shazam
10928,self
10918,super 8-bit brothers
10917,stolen babies
10915,polkadot cadaver
10914,gil mantera's party dream
10913,wired all wrong
10906,we are scientists
10896,bassnectar
10893,the left rights
10890,the nice device
10888,the world/inferno friendship society
10884,screaming mechanical brain
10883,gonna get got
10878,panda
10867,mdo
10861,fato
10857,reik
10856,ricardo montaner
10854,vicente y alejandro fernandez
10852,diego torres
10851,cox
10848,85
10829,decadence
10827,arakain
10826,dionysus
10822,bloodbound
10813,sweet cheater
10793,lääz rockit
10792,perzonal war
10774,felt
10769,104
10763,lou reed / john cale
10757,the tears
10754,emilyn brodsky
10742,cats on fire
10740,the blue aeroplanes
10728,rahsaan patterson
10717,goapele
10716,amel larrieux
10708,carl thomas
10707,chrisette michele
10706,coolys hot box
10702,spice
10700,van hunt
10698,anthony david
10697,conya doss
10694,dubtribe sound system
10691,rick james
10689,jaguar wright
10688,kindred the family soul
10686,kenny bobien
10685,sammie
10680,samuel harfst
21871,anka
10661,wolfsheim
10658,hape kerkeling
10655,sideral
10654,37
10642,klee
10641,paul potts
10639,chicane
10635,alpinestars
10625,zucchero
10611,william orbit
10601,1 giant leap
10597,chris zippel
10596,jap jap
10594,gioacchino rossini
10588,jens gad
10587,tiromancino
10569,reinhard voigt
10562,田中フミヤ
10561,superpitcher
10560,いつもここから
10654,65
10556,justus köhncke
10548,kowloon
10547,the modernist
10546,paul ritch
10544,ferenc
10542,marc houle
10541,peter grummich
10540,martin buttrich
10538,mathew jonson
10534,troy pierce
10532,beni
10525,voigt & voigt
10524,jeff samuel
10523,lawrence
10522,schaeben & voss
